Input1,Input2,Output
-58.0,20.0,0.2412128298567929
86.0,20.0,8.019458950991037e-17
51.0,20.0,5.4608824586927605e-11
-9.0,20.0,0.00043908145132828363
-69.0,20.0,0.43568942224421453
-90.0,20.0,0.5815399406858065
-44.0,20.0,0.07338207200814037
-10.0,20.0,0.0005302957841610299
-7.0,20.0,0.0002987732529019641
21.0,20.0,4.769636169209484e-07
28.0,20.0,7.018890240811144e-08
-29.0,20.0,0.011904656846622173
-47.0,20.0,0.09868467394629293
-136.0,20.0,0.02323546221099861
-129.0,20.0,0.053352970475631804
43.0,20.0,7.652445777156265e-10
-91.0,20.0,0.57359848909986
35.0,20.0,9.137987846827578e-09
90.0,20.0,1.4217250484041054e-17
-29.0,20.0,0.011904656846622173
-72.0,20.0,0.4857429892007321
-13.0,20.0,0.0009202864075946778
144.0,20.0,2.039882224418542e-29
-86.0,20.0,0.5992504685547485
-68.0,20.0,0.4180828652976209
23.0,20.0,2.793429429469852e-07
-64.0,20.0,0.3457374442030799
2.0,20.0,4.668556116932258e-05
-39.0,20.0,0.04260321224378219
-80.0,20.0,0.5815399406858065
-135.0,20.0,0.02636216017404445
68.0,20.0,1.1753084046002698e-13
-15.0,20.0,0.001312494670909731
93.0,20.0,3.783713936391868e-18
-16.0,20.0,0.0015615511516352417
-110.0,20.0,0.27470001706296854
-38.0,20.0,0.03792762184517331
19.0,20.0,8.062873665789128e-07
-48.0,20.0,0.10838391097133639
124.0,20.0,1.1617954475128262e-24
123.0,20.0,1.9566163084266315e-24
81.0,20.0,6.589884778971583e-16
-56.0,20.0,0.20970036011985388
-115.0,20.0,0.19479148041500985
-149.0,20.0,0.0035856137370035655
-30.0,20.0,0.013676508530167405
-143.0,20.0,0.008952471641440704
-144.0,20.0,0.007734413486400882
-1.0,20.0,8.864901613922018e-05
-42.0,20.0,0.05948235150644843
75.0,20.0,7.598499329456506e-15
94.0,20.0,2.4216667678262042e-18
-61.0,20.0,0.292051353575983
116.0,20.0,7.010307143222988e-23
-20.0,20.0,0.00305164153860762
7.0,20.0,1.5251607909719547e-05
-44.0,20.0,0.07338207200814037
-128.0,20.0,0.05948235150644843
140.0,20.0,1.974483766364947e-28
133.0,20.0,9.52549498958726e-27
-146.0,20.0,0.005729794437012184
-18.0,20.0,0.0021938975280317375
-20.0,20.0,0.00305164153860762
104.0,20.0,2.434219657842685e-20
93.0,20.0,3.783713936391868e-18
-28.0,20.0,0.010336482786981065
113.0,20.0,3.1300419972162223e-22
76.0,20.0,5.08706361487956e-15
-122.0,20.0,0.10838391097133639
112.0,20.0,5.128413859040779e-22
-139.0,20.0,0.01567284591235094
114.0,20.0,1.905599051933969e-22
13.0,20.0,3.668140779822841e-06
-101.0,20.0,0.43568942224421453
-27.0,20.0,0.008952471641440704
-143.0,20.0,0.008952471641440704
22.0,20.0,3.654721989309315e-07
-139.0,20.0,0.01567284591235094
116.0,20.0,7.010307143222988e-23
-73.0,20.0,0.5011621268467632
-139.0,20.0,0.01567284591235094
-71.0,20.0,0.46962272294512086
21.0,20.0,4.769636169209484e-07
126.0,20.0,4.065560838302269e-25
22.0,20.0,3.654721989309315e-07
141.0,20.0,1.1236215326737316e-28
-10.0,20.0,0.0005302957841610299
74.0,20.0,1.1321468280759274e-14
91.0,20.0,9.16787980972383e-18
-109.0,20.0,0.292051353575983
-128.0,20.0,0.05948235150644843
-94.0,20.0,0.5422242467239176
125.0,20.0,6.881259493353576e-25
33.0,20.0,1.6567454740968207e-08
-125.0,20.0,0.08120116994196762
149.0,20.0,1.129445908556985e-30
57.0,20.0,6.788265720039196e-12
-46.0,20.0,0.0896290651502508
15.0,20.0,2.2359919032472026e-06
-82.0,20.0,0.5932878267667399
89.0,20.0,2.199260037360627e-17
-8.0,20.0,0.00036264882225573326
2.0,20.0,4.668556116932258e-05
134.0,20.0,5.51638021521972e-27
-56.0,20.0,0.20970036011985388
77.0,20.0,3.39719731016937e-15
-150.0,20.0,0.00305164153860762
60.0,20.0,2.3139256370818343e-12
-67.0,20.0,0.40018608651508464
16.0,20.0,1.7392168647797624e-06
145.0,20.0,1.1492873711802887e-29
-33.0,20.0,0.020428472840759607
9.0,20.0,9.580070338682847e-06
92.0,20.0,5.8970725518769055e-18
-31.0,20.0,0.01567284591235094
34.0,20.0,1.2319584269538992e-08
-59.0,20.0,0.2577344149264435
106.0,20.0,9.414126017871431e-21
-130.0,20.0,0.04773570523093661
-12.0,20.0,0.0007677275627399542
79.0,20.0,1.5037331322871646e-15
22.0,20.0,3.654721989309315e-07
-37.0,20.0,0.03368085770048023
-60.0,20.0,0.27470001706296854
-120.0,20.0,0.12975910009793237
-141.0,20.0,0.011904656846622173
-67.0,20.0,0.40018608651508464
24.0,20.0,2.1297828521827922e-07
44.0,20.0,5.549874451629542e-10
63.0,20.0,7.712023350801902e-13
-148.0,20.0,0.004202500289617453
63.0,20.0,7.712023350801902e-13
66.0,20.0,2.513134013306815e-13
78.0,20.0,2.263021282468401e-15
12.0,20.0,4.680640381386504e-06
-21.0,20.0,0.0035856137370035655
12.0,20.0,4.680640381386504e-06
127.0,20.0,2.396002445914598e-25
-41.0,20.0,0.053352970475631804
139.0,20.0,3.460997976748731e-28
101.0,20.0,9.933135972592646e-20
-27.0,20.0,0.008952471641440704
71.0,20.0,3.6890378476228534e-14
-129.0,20.0,0.053352970475631804
62.0,20.0,1.1151015669099348e-12
27.0,20.0,9.298518814217381e-08
99.0,20.0,2.505006033510308e-19
29.0,20.0,5.284907517876334e-08
33.0,20.0,1.6567454740968207e-08
14.0,20.0,2.867483839322783e-06
-148.0,20.0,0.004202500289617453
96.0,20.0,9.845762338002178e-19
1.0,20.0,5.7956048233310404e-05
-142.0,20.0,0.010336482786981065
12.0,20.0,4.680640381386504e-06
-108.0,20.0,0.3097234043672978
85.0,20.0,1.2281830278985225e-16
100.0,20.0,1.5793938641053584e-19
-82.0,20.0,0.5932878267667399
-126.0,20.0,0.07338207200814037
-122.0,20.0,0.10838391097133639
-66.0,20.0,0.3820989686230459
-62.0,20.0,0.3097234043672978
107.0,20.0,5.832591012180468e-21
-66.0,20.0,0.3820989686230459
98.0,20.0,3.9631578451239375e-19
-58.0,20.0,0.2412128298567929
98.0,20.0,3.9631578451239375e-19
-135.0,20.0,0.02636216017404445
-116.0,20.0,0.18049077261436533
-64.0,20.0,0.3457374442030799
-77.0,20.0,0.5538698078319815
75.0,20.0,7.598499329456506e-15
-44.0,20.0,0.07338207200814037
-103.0,20.0,0.40018608651508464
-141.0,20.0,0.011904656846622173
73.0,20.0,1.6826428429336783e-14
30.0,20.0,3.9693609826186205e-08
-44.0,20.0,0.07338207200814037
93.0,20.0,3.783713936391868e-18
77.0,20.0,3.39719731016937e-15
-37.0,20.0,0.03368085770048023
-69.0,20.0,0.43568942224421453
117.0,20.0,4.2360512023575036e-23
3.0,20.0,3.7512902264892156e-05
119.0,20.0,1.5351552486292007e-23
-71.0,20.0,0.46962272294512086
136.0,20.0,1.8362434603308308e-27
-73.0,20.0,0.5011621268467632
-55.0,20.0,0.19479148041500985
-116.0,20.0,0.18049077261436533
82.0,20.0,4.3461303050487874e-16
48.0,20.0,1.4974674374666178e-10
124.0,20.0,1.1617954475128262e-24
-7.0,20.0,0.0002987732529019641
-12.0,20.0,0.0007677275627399542
46.0,20.0,2.8972885190270554e-10
67.0,20.0,1.7207850053328585e-13
-64.0,20.0,0.3457374442030799
-130.0,20.0,0.04773570523093661
44.0,20.0,5.549874451629542e-10
134.0,20.0,5.51638021521972e-27
-134.0,20.0,0.02983492404740976
-24.0,20.0,0.005729794437012184
131.0,20.0,2.819012916538808e-26
-34.0,20.0,0.02323546221099861
104.0,20.0,2.434219657842685e-20
-23.0,20.0,0.00491322060862445
-79.0,20.0,0.57359848909986
2.0,20.0,4.668556116932258e-05
-149.0,20.0,0.0035856137370035655
92.0,20.0,5.8970725518769055e-18
142.0,20.0,6.378239208017467e-29
47.0,20.0,2.0855347687439532e-10
-114.0,20.0,0.20970036011985388
139.0,20.0,3.460997976748731e-28
36.0,20.0,6.7611311989639395e-09
123.0,20.0,1.9566163084266315e-24
-61.0,20.0,0.292051353575983
115.0,20.0,1.1572499087783506e-22
75.0,20.0,7.598499329456506e-15
-30.0,20.0,0.013676508530167405
-4.0,20.0,0.00016458628049604071
-99.0,20.0,0.46962272294512086
109.0,20.0,2.2221191865914067e-21
-102.0,20.0,0.4180828652976209
53.0,20.0,2.7527774922835748e-11
-47.0,20.0,0.09868467394629293
-27.0,20.0,0.008952471641440704
19.0,20.0,8.062873665789128e-07
-127.0,20.0,0.06615031518269113
-148.0,20.0,0.004202500289617453
114.0,20.0,1.905599051933969e-22
87.0,20.0,5.2232559733777504e-17
-84.0,20.0,0.5992504685547485
-78.0,20.0,0.5643528380186053
-113.0,20.0,0.22518665931083973
143.0,20.0,3.611568166089891e-29
86.0,20.0,8.019458950991037e-17
91.0,20.0,9.16787980972383e-18
95.0,20.0,1.5460542654929886e-18
-34.0,20.0,0.02323546221099861
-87.0,20.0,0.5970074875156094
6.0,20.0,1.9171694264653823e-05
102.0,20.0,6.231557092209097e-20
-115.0,20.0,0.19479148041500985
137.0,20.0,1.0554549298108596e-27
-143.0,20.0,0.008952471641440704
-13.0,20.0,0.0009202864075946778
-109.0,20.0,0.292051353575983
82.0,20.0,4.3461303050487874e-16
-11.0,20.0,0.0006388597420007523
-117.0,20.0,0.16682238027191648
57.0,20.0,6.788265720039196e-12
-145.0,20.0,0.006665397922945383
-36.0,20.0,0.02983492404740976
-137.0,20.0,0.020428472840759607
57.0,20.0,6.788265720039196e-12
-81.0,20.0,0.5881192039840532
135.0,20.0,3.186655349807457e-27
72.0,20.0,2.4945682749794905e-14
46.0,20.0,2.8972885190270554e-10
65.0,20.0,3.6611620065631944e-13
-26.0,20.0,0.007734413486400882
9.0,20.0,9.580070338682847e-06
-124.0,20.0,0.0896290651502508
-68.0,20.0,0.4180828652976209
-97.0,20.0,0.5011621268467632
-97.0,20.0,0.5011621268467632
15.0,20.0,2.2359919032472026e-06
-51.0,20.0,0.1414476459335181
-14.0,20.0,0.0011004064980438958
