Input1,Input2,Output
-42.0,20.0,0.9231163463866358
11.0,20.0,0.009549657395020308
102.0,20.0,2.867975008888098e-13
-51.0,20.0,0.9987507809245809
53.0,20.0,1.740653396493297e-06
63.0,20.0,1.1698150401351907e-07
-64.0,20.0,0.7827045382418681
-51.0,20.0,0.9987507809245809
65.0,20.0,6.615601637697701e-08
136.0,20.0,1.6555226620987744e-19
-33.0,20.0,0.6968047754960348
-57.0,20.0,0.9405880633643421
87.0,20.0,6.470064146626346e-11
63.0,20.0,1.1698150401351907e-07
46.0,20.0,9.929504305851081e-06
-8.0,20.0,0.11025052530448522
43.0,20.0,2.017129507655817e-05
-37.0,20.0,0.8095716486678869
29.0,20.0,0.0004092231302281789
105.0,20.0,9.069719177099092e-14
-134.0,20.0,0.00014774836023203364
10.0,20.0,0.011108996538242306
-28.0,20.0,0.5460744266397094
141.0,20.0,1.569021002978572e-20
81.0,20.0,4.828814198378426e-10
58.0,20.0,4.6557157157830866e-07
-118.0,20.0,0.0030887154082367687
67.0,20.0,3.7040645507943473e-08
110.0,20.0,1.2664165549094176e-14
-95.0,20.0,0.07955950871822769
0.0,20.0,0.04393693362340742
-100.0,20.0,0.04393693362340742
23.0,20.0,0.0012795459378999237
85.0,20.0,1.2771115545128334e-10
-40.0,20.0,0.8824969025845955
24.0,20.0,0.0010647662366679205
-29.0,20.0,0.5762290736717999
106.0,20.0,6.148396412704756e-14
-142.0,20.0,2.5419346516199247e-05
-139.0,20.0,5.0112002886247675e-05
65.0,20.0,6.615601637697701e-08
107.0,20.0,4.157613791632484e-14
4.0,20.0,0.026121409853918233
103.0,20.0,1.95884734100045e-13
97.0,20.0,1.858502611516558e-12
100.0,20.0,6.101936677605324e-13
127.0,20.0,9.828454253128176e-18
-95.0,20.0,0.07955950871822769
-71.0,20.0,0.5762290736717999
-144.0,20.0,1.5966783897804747e-05
-64.0,20.0,0.7827045382418681
100.0,20.0,6.101936677605324e-13
83.0,20.0,2.495779062444363e-10
123.0,20.0,5.655884914605131e-17
148.0,20.0,5.216736662027038e-22
-142.0,20.0,2.5419346516199247e-05
37.0,20.0,7.780926861553764e-05
-46.0,20.0,0.9801986733067553
77.0,20.0,1.7542051300097474e-09
-75.0,20.0,0.45783336177161427
-71.0,20.0,0.5762290736717999
147.0,20.0,8.547356431734632e-22
123.0,20.0,5.655884914605131e-17
49.0,20.0,4.779139732204638e-06
139.0,20.0,4.057032763071142e-20
94.0,20.0,5.5346100717010135e-12
-150.0,20.0,3.726653172078671e-06
144.0,20.0,3.703531977652345e-21
-41.0,20.0,0.903707077873196
-85.0,20.0,0.2162651668298873
-77.0,20.0,0.40202138309465485
123.0,20.0,5.655884914605131e-17
145.0,20.0,2.2774057196530822e-21
-11.0,20.0,0.14938177525041801
38.0,20.0,6.252150377482026e-05
-126.0,20.0,0.0007318024188804728
81.0,20.0,4.828814198378426e-10
-121.0,20.0,0.0018340108300731598
35.0,20.0,0.00011961288358102437
-113.0,20.0,0.007004167149362422
149.0,20.0,3.1759984198899483e-22
-90.0,20.0,0.1353352832366127
62.0,20.0,1.5497531357028967e-07
35.0,20.0,0.00011961288358102437
-36.0,20.0,0.7827045382418681
-50.0,20.0,0.9987507809245809
96.0,20.0,2.680547637312607e-12
-98.0,20.0,0.056134762834133725
116.0,20.0,1.0983141298285972e-15
54.0,20.0,1.3438122776315214e-06
53.0,20.0,1.740653396493297e-06
-42.0,20.0,0.9231163463866358
-88.0,20.0,0.1644744565771549
4.0,20.0,0.026121409853918233
-19.0,20.0,0.30081795435727554
-90.0,20.0,0.1353352832366127
69.0,20.0,2.0532640449231653e-08
-82.0,20.0,0.27803730045319414
-54.0,20.0,0.9801986733067553
-105.0,20.0,0.022794180883612344
95.0,20.0,3.856542728469724e-12
90.0,20.0,2.289734845645553e-11
-10.0,20.0,0.1353352832366127
-124.0,20.0,0.0010647662366679205
-146.0,20.0,9.929504305851081e-06
-47.0,20.0,0.9888130446112331
-32.0,20.0,0.6669768108584744
61.0,20.0,2.047963021197459e-07
-87.0,20.0,0.18063985161889398
-121.0,20.0,0.0018340108300731598
-126.0,20.0,0.0007318024188804728
122.0,20.0,8.705426622296251e-17
34.0,20.0,0.00014774836023203364
-12.0,20.0,0.1644744565771549
29.0,20.0,0.0004092231302281789
-45.0,20.0,0.9692332344763441
145.0,20.0,2.2774057196530822e-21
136.0,20.0,1.6555226620987744e-19
-13.0,20.0,0.18063985161889398
11.0,20.0,0.009549657395020308
-60.0,20.0,0.8824969025845955
60.0,20.0,2.699578503363014e-07
34.0,20.0,0.00014774836023203364
-13.0,20.0,0.18063985161889398
132.0,20.0,1.04240617839016e-18
-59.0,20.0,0.903707077873196
48.0,20.0,6.113567966371402e-06
112.0,20.0,5.6619955169489504e-15
140.0,20.0,2.5261637809256925e-20
15.0,20.0,0.005086069231012701
67.0,20.0,3.7040645507943473e-08
-102.0,20.0,0.034047454734599344
52.0,20.0,2.2490559670323425e-06
122.0,20.0,8.705426622296251e-17
-54.0,20.0,0.9801986733067553
137.0,20.0,1.0385928487015162e-19
6.0,20.0,0.019841094744370288
-92.0,20.0,0.11025052530448522
-145.0,20.0,1.2607105177048523e-05
-52.0,20.0,0.9950124791926823
118.0,20.0,4.765304735299088e-16
97.0,20.0,1.858502611516558e-12
-94.0,20.0,0.08892161745938634
138.0,20.0,6.499347972070893e-20
24.0,20.0,0.0010647662366679205
-13.0,20.0,0.18063985161889398
132.0,20.0,1.04240617839016e-18
-31.0,20.0,0.6368316143717432
-103.0,20.0,0.029859566641115533
24.0,20.0,0.0010647662366679205
-106.0,20.0,0.019841094744370288
-147.0,20.0,7.80106730231084e-06
6.0,20.0,0.019841094744370288
-60.0,20.0,0.8824969025845955
-10.0,20.0,0.1353352832366127
111.0,20.0,8.478439358132601e-15
-93.0,20.0,0.09913725251074738
144.0,20.0,3.703531977652345e-21
146.0,20.0,1.3969439431470991e-21
96.0,20.0,2.680547637312607e-12
-132.0,20.0,0.00022374579372062055
89.0,20.0,3.2452293412700616e-11
26.0,20.0,0.0007318024188804728
70.0,20.0,1.522997974471263e-08
-17.0,20.0,0.2563401514150736
15.0,20.0,0.005086069231012701
-2.0,20.0,0.056134762834133725
134.0,20.0,4.175010055850514e-19
-113.0,20.0,0.007004167149362422
-141.0,20.0,3.195282377442304e-05
-11.0,20.0,0.14938177525041801
115.0,20.0,1.661177012699743e-15
-144.0,20.0,1.5966783897804747e-05
-50.0,20.0,0.9987507809245809
94.0,20.0,5.5346100717010135e-12
122.0,20.0,8.705426622296251e-17
-2.0,20.0,0.056134762834133725
-28.0,20.0,0.5460744266397094
-13.0,20.0,0.18063985161889398
80.0,20.0,6.691586091292782e-10
-147.0,20.0,7.80106730231084e-06
-85.0,20.0,0.2162651668298873
106.0,20.0,6.148396412704756e-14
-143.0,20.0,2.017129507655817e-05
54.0,20.0,1.3438122776315214e-06
89.0,20.0,3.2452293412700616e-11
-46.0,20.0,0.9801986733067553
-53.0,20.0,0.9888130446112331
-18.0,20.0,0.27803730045319414
-23.0,20.0,0.40202138309465485
71.0,20.0,1.1268551998273233e-08
119.0,20.0,3.1271169814726525e-16
114.0,20.0,2.5062218871452745e-15
13.0,20.0,0.007004167149362422
56.0,20.0,7.949393615349141e-07
-120.0,20.0,0.002187491118182885
124.0,20.0,3.665433395601045e-17
67.0,20.0,3.7040645507943473e-08
76.0,20.0,2.406722436301052e-09
-81.0,20.0,0.30081795435727554
107.0,20.0,4.157613791632484e-14
42.0,20.0,2.5419346516199247e-05
76.0,20.0,2.406722436301052e-09
86.0,20.0,9.101470764487935e-11
76.0,20.0,2.406722436301052e-09
73.0,20.0,6.122777521472956e-09
-53.0,20.0,0.9888130446112331
-33.0,20.0,0.6968047754960348
103.0,20.0,1.95884734100045e-13
-81.0,20.0,0.30081795435727554
75.0,20.0,3.293714110306081e-09
-20.0,20.0,0.32465246735834974
99.0,20.0,8.867174579867342e-13
129.0,20.0,4.0361112797103405e-18
-42.0,20.0,0.9231163463866358
6.0,20.0,0.019841094744370288
3.0,20.0,0.029859566641115533
-1.0,20.0,0.0497248734123496
139.0,20.0,4.057032763071142e-20
-18.0,20.0,0.27803730045319414
46.0,20.0,9.929504305851081e-06
90.0,20.0,2.289734845645553e-11
70.0,20.0,1.522997974471263e-08
142.0,20.0,9.72098502030078e-21
-50.0,20.0,0.9987507809245809
-55.0,20.0,0.9692332344763441
-21.0,20.0,0.3495006001997565
-74.0,20.0,0.4867522559599717
66.0,20.0,4.956405319172498e-08
-49.0,20.0,0.9987507809245809
63.0,20.0,1.1698150401351907e-07
-33.0,20.0,0.6968047754960348
11.0,20.0,0.009549657395020308
5.0,20.0,0.022794180883612344
118.0,20.0,4.765304735299088e-16
127.0,20.0,9.828454253128176e-18
-148.0,20.0,6.113567966371402e-06
62.0,20.0,1.5497531357028967e-07
-21.0,20.0,0.3495006001997565
-39.0,20.0,0.8596327636025423
-147.0,20.0,7.80106730231084e-06
-146.0,20.0,9.929504305851081e-06
-115.0,20.0,0.005086069231012701
-93.0,20.0,0.09913725251074738
-44.0,20.0,0.9559974818331
-134.0,20.0,0.00014774836023203364
-36.0,20.0,0.7827045382418681
80.0,20.0,6.691586091292782e-10
-115.0,20.0,0.005086069231012701
87.0,20.0,6.470064146626346e-11
-112.0,20.0,0.008188701014374083
-72.0,20.0,0.5460744266397094
99.0,20.0,8.867174579867342e-13
97.0,20.0,1.858502611516558e-12
117.0,20.0,7.243550508414646e-16
99.0,20.0,8.867174579867342e-13
78.0,20.0,1.2754076295260442e-09
46.0,20.0,9.929504305851081e-06
-133.0,20.0,0.00018204621036700636
110.0,20.0,1.2664165549094176e-14
-58.0,20.0,0.9231163463866358
4.0,20.0,0.026121409853918233
-30.0,20.0,0.6065306597126334
45.0,20.0,1.2607105177048523e-05
-132.0,20.0,0.00022374579372062055
107.0,20.0,4.157613791632484e-14
-126.0,20.0,0.0007318024188804728
-44.0,20.0,0.9559974818331
-111.0,20.0,0.009549657395020308
72.0,20.0,8.316702456828333e-09
-30.0,20.0,0.6065306597126334
106.0,20.0,6.148396412704756e-14
7.0,20.0,0.017227471311635108
-106.0,20.0,0.019841094744370288
-32.0,20.0,0.6669768108584744
131.0,20.0,1.6409603896670297e-18
-45.0,20.0,0.9692332344763441
-118.0,20.0,0.0030887154082367687
-119.0,20.0,0.002602585252725403
83.0,20.0,2.495779062444363e-10
-13.0,20.0,0.18063985161889398
-42.0,20.0,0.9231163463866358
-139.0,20.0,5.0112002886247675e-05
-130.0,20.0,0.00033546262790251185
-141.0,20.0,3.195282377442304e-05
98.0,20.0,1.2853372251336503e-12
-64.0,20.0,0.7827045382418681
144.0,20.0,3.703531977652345e-21
58.0,20.0,4.6557157157830866e-07
111.0,20.0,8.478439358132601e-15
59.0,20.0,3.5496380869713204e-07
83.0,20.0,2.495779062444363e-10
45.0,20.0,1.2607105177048523e-05
-60.0,20.0,0.8824969025845955
-19.0,20.0,0.30081795435727554
-3.0,20.0,0.06321270307528885
-138.0,20.0,6.252150377482026e-05
149.0,20.0,3.1759984198899483e-22
4.0,20.0,0.026121409853918233
111.0,20.0,8.478439358132601e-15
4.0,20.0,0.026121409853918233
-66.0,20.0,0.7261490370736909
-22.0,20.0,0.37531109885139957
-48.0,20.0,0.9950124791926823
150.0,20.0,1.9287498479639178e-22
-112.0,20.0,0.008188701014374083
90.0,20.0,2.289734845645553e-11
-41.0,20.0,0.903707077873196
-6.0,20.0,0.08892161745938634
-142.0,20.0,2.5419346516199247e-05
-33.0,20.0,0.6968047754960348
-107.0,20.0,0.017227471311635108
53.0,20.0,1.740653396493297e-06
-26.0,20.0,0.4867522559599717
7.0,20.0,0.017227471311635108
-20.0,20.0,0.32465246735834974
51.0,20.0,2.8986947746329375e-06
-126.0,20.0,0.0007318024188804728
-1.0,20.0,0.0497248734123496
143.0,20.0,6.0076697998602976e-21
82.0,20.0,3.475891281239922e-10
150.0,20.0,1.9287498479639178e-22
-144.0,20.0,1.5966783897804747e-05
-120.0,20.0,0.002187491118182885
61.0,20.0,2.047963021197459e-07
98.0,20.0,1.2853372251336503e-12
114.0,20.0,2.5062218871452745e-15
-118.0,20.0,0.0030887154082367687
-67.0,20.0,0.6968047754960348
43.0,20.0,2.017129507655817e-05
-41.0,20.0,0.903707077873196
-102.0,20.0,0.034047454734599344
-114.0,20.0,0.005976022895005943
107.0,20.0,4.157613791632484e-14
-47.0,20.0,0.9888130446112331
-8.0,20.0,0.11025052530448522
-69.0,20.0,0.6368316143717432
-88.0,20.0,0.1644744565771549
147.0,20.0,8.547356431734632e-22
-108.0,20.0,0.014920786069067842
-51.0,20.0,0.9987507809245809
41.0,20.0,3.195282377442304e-05
-43.0,20.0,0.9405880633643421
22.0,20.0,0.001533810679324463
100.0,20.0,6.101936677605324e-13
0.0,20.0,0.04393693362340742
-89.0,20.0,0.14938177525041801
-129.0,20.0,0.0004092231302281789
-62.0,20.0,0.835270211411272
-62.0,20.0,0.835270211411272
-89.0,20.0,0.14938177525041801
-102.0,20.0,0.034047454734599344
-96.0,20.0,0.07100535373963698
4.0,20.0,0.026121409853918233
56.0,20.0,7.949393615349141e-07
141.0,20.0,1.569021002978572e-20
-49.0,20.0,0.9987507809245809
52.0,20.0,2.2490559670323425e-06
113.0,20.0,3.771702137447335e-15
-98.0,20.0,0.056134762834133725
64.0,20.0,8.808179196460557e-08
85.0,20.0,1.2771115545128334e-10
-10.0,20.0,0.1353352832366127
112.0,20.0,5.6619955169489504e-15
-9.0,20.0,0.12230345334690061
92.0,20.0,1.1313776200065328e-11
-96.0,20.0,0.07100535373963698
-4.0,20.0,0.07100535373963698
24.0,20.0,0.0010647662366679205
-34.0,20.0,0.7261490370736909
86.0,20.0,9.101470764487935e-11
13.0,20.0,0.007004167149362422
-149.0,20.0,4.779139732204638e-06
17.0,20.0,0.003656495880052896
5.0,20.0,0.022794180883612344
70.0,20.0,1.522997974471263e-08
148.0,20.0,5.216736662027038e-22
-2.0,20.0,0.056134762834133725
-145.0,20.0,1.2607105177048523e-05
-6.0,20.0,0.08892161745938634
-43.0,20.0,0.9405880633643421
-87.0,20.0,0.18063985161889398
147.0,20.0,8.547356431734632e-22
-58.0,20.0,0.9231163463866358
-19.0,20.0,0.30081795435727554
7.0,20.0,0.017227471311635108
-97.0,20.0,0.06321270307528885
-141.0,20.0,3.195282377442304e-05
-133.0,20.0,0.00018204621036700636
-113.0,20.0,0.007004167149362422
119.0,20.0,3.1271169814726525e-16
-16.0,20.0,0.23574607655586352
128.0,20.0,6.306189893986447e-18
-24.0,20.0,0.42955735821073915
-33.0,20.0,0.6968047754960348
132.0,20.0,1.04240617839016e-18
-26.0,20.0,0.4867522559599717
9.0,20.0,0.01289068914400147
-132.0,20.0,0.00022374579372062055
-109.0,20.0,0.01289068914400147
-60.0,20.0,0.8824969025845955
-141.0,20.0,3.195282377442304e-05
112.0,20.0,5.6619955169489504e-15
58.0,20.0,4.6557157157830866e-07
77.0,20.0,1.7542051300097474e-09
46.0,20.0,9.929504305851081e-06
47.0,20.0,7.80106730231084e-06
53.0,20.0,1.740653396493297e-06
95.0,20.0,3.856542728469724e-12
72.0,20.0,8.316702456828333e-09
38.0,20.0,6.252150377482026e-05
132.0,20.0,1.04240617839016e-18
84.0,20.0,1.7875588711279812e-10
102.0,20.0,2.867975008888098e-13
-18.0,20.0,0.27803730045319414
56.0,20.0,7.949393615349141e-07
126.0,20.0,1.5279799682873048e-17
28.0,20.0,0.0004979554215032735
-83.0,20.0,0.2563401514150736
-52.0,20.0,0.9950124791926823
-33.0,20.0,0.6968047754960348
96.0,20.0,2.680547637312607e-12
28.0,20.0,0.0004979554215032735
-134.0,20.0,0.00014774836023203364
64.0,20.0,8.808179196460557e-08
135.0,20.0,2.632323106842264e-19
-108.0,20.0,0.014920786069067842
-6.0,20.0,0.08892161745938634
121.0,20.0,1.3365764918318395e-16
148.0,20.0,5.216736662027038e-22
-102.0,20.0,0.034047454734599344
-73.0,20.0,0.5162056739454963
-121.0,20.0,0.0018340108300731598
-81.0,20.0,0.30081795435727554
-4.0,20.0,0.07100535373963698
37.0,20.0,7.780926861553764e-05
11.0,20.0,0.009549657395020308
-88.0,20.0,0.1644744565771549
-121.0,20.0,0.0018340108300731598
33.0,20.0,0.00018204621036700636
100.0,20.0,6.101936677605324e-13
-76.0,20.0,0.42955735821073915
-110.0,20.0,0.011108996538242306
