Input1,Input2,Output
-42.0,60.0,0.30864746123661896
11.0,60.0,0.8095716486678869
102.0,60.0,0.6869075574573879
-51.0,60.0,0.24248739349208284
53.0,60.0,0.9987507809245809
63.0,60.0,0.9768011076560966
-64.0,60.0,0.1644744565771549
-51.0,60.0,0.24248739349208284
65.0,60.0,0.9692332344763441
136.0,60.0,0.3580000251885997
-33.0,60.0,0.3841179717199287
-57.0,60.0,0.2038972906993677
87.0,60.0,0.826844286483795
63.0,60.0,0.9768011076560966
46.0,60.0,0.9977802450856064
-8.0,60.0,0.626740799202993
43.0,60.0,0.9932175497930307
-37.0,60.0,0.3495006001997565
29.0,60.0,0.9405880633643421
105.0,60.0,0.6569555696492685
-134.0,60.0,0.00907508781565156
10.0,60.0,0.8007374029168081
-28.0,60.0,0.42955735821073915
141.0,60.0,0.3165927951038126
81.0,60.0,0.8750517756337903
58.0,60.0,0.9911505004882849
-118.0,60.0,0.019841094744370288
67.0,60.0,0.9606560054411076
110.0,60.0,0.6065306597126334
-95.0,60.0,0.053926197030622854
0.0,60.0,0.7066482778577162
-100.0,60.0,0.04393693362340742
23.0,60.0,0.903707077873196
85.0,60.0,0.8435476490642345
-40.0,60.0,0.32465246735834974
24.0,60.0,0.9103839103891423
-29.0,60.0,0.4202920065649512
106.0,60.0,0.6469051754643523
-142.0,60.0,0.005976022895005943
-139.0,60.0,0.007004167149362422
65.0,60.0,0.9692332344763441
107.0,60.0,0.6368316143717432
4.0,60.0,0.7453593045429805
103.0,60.0,0.6769628453511041
97.0,60.0,0.7357936579875285
100.0,60.0,0.7066482778577162
127.0,60.0,0.4389050298516685
-95.0,60.0,0.053926197030622854
-71.0,60.0,0.13088028582986108
-144.0,60.0,0.005368416879448601
-64.0,60.0,0.1644744565771549
100.0,60.0,0.7066482778577162
83.0,60.0,0.8596327636025423
123.0,60.0,0.47704765430101437
148.0,60.0,0.2634507359322567
-142.0,60.0,0.005976022895005943
37.0,60.0,0.9768011076560966
-46.0,60.0,0.27803730045319414
77.0,60.0,0.903707077873196
-75.0,60.0,0.11416176000968695
-71.0,60.0,0.13088028582986108
